Random,Random,Random,Random,First,First,First,First,Degree,Degree,Degree,Degree,Normal,Normal,Normal,Normal,Sugar,Sugar,Sugar,Sugar,Difficulty,Difficulty
21,17,158,274,16,19,269,509,29,16,125,208,34,17,129,205,28,15,127,219,.000344494,3
16,10,141,257,16,11,181,330,26,13,119,210,25,13,115,200,21,13,138,244,.000287482,2
44,44,218,353,32,46,203,344,62,51,209,339,56,41,193,299,31,31,159,269,.000799819,5
15,8,51,72,25,28,162,274,32,19,108,179,29,19,100,161,22,15,96,153,.000409119,3
22,28,130,226,26,35,163,275,42,25,151,267,66,42,201,327,38,35,184,313,.000409834,2
30,34,169,279,22,20,63,89,28,22,100,163,32,23,111,184,29,25,133,210,.000522317,2
9,11,83,146,12,12,88,150,21,14,94,159,27,16,99,173,25,16,119,207,.000390749,3
15,14,118,207,13,15,118,209,42,28,158,270,50,32,177,296,40,28,172,297,.000611028,2
30,25,147,235,27,29,181,309,32,20,116,195,34,19,123,211,36,23,202,356,.000425698,5
46,38,240,398,22,31,214,388,34,25,158,276,32,25,145,252,25,21,168,294,.000410979,2
42,36,166,255,31,30,217,373,50,30,164,273,57,41,192,314,45,34,285,495,.000820892,6
28,32,203,353,16,24,126,223,40,27,131,231,39,25,126,225,24,32,174,302,.000487918,2
52,50,272,450,18,24,125,216,56,43,214,357,57,41,187,330,36,33,160,279,.000747356,2
29,25,160,274,28,33,151,246,32,17,106,167,48,28,160,249,23,17,100,161,.000356038,5
30,31,159,265,38,42,251,426,33,25,105,175,73,46,220,391,21,17,68,96,.000352407,3
18,19,209,382,26,34,275,500,33,18,145,250,44,22,175,291,24,21,159,274,.000422078,2
32,37,212,361,33,41,271,477,38,22,177,316,40,24,176,310,47,33,304,548,.00070563,4
21,9,56,74,25,16,106,171,19,7,50,66,19,7,50,66,19,7,49,64,.000248262,9
63,68,310,507,61,83,410,705,73,56,268,425,63,42,211,327,49,43,244,400,.000819674,4
26,31,164,283,18,31,144,254,38,26,162,270,41,28,152,247,31,27,162,283,.000597016,2
42,44,303,533,29,28,141,227,62,40,257,460,55,37,179,301,51,41,217,360,.000665615,3
37,35,224,384,30,49,246,433,42,28,175,315,44,29,178,321,40,38,247,436,.000395452,3
12,9,117,217,14,13,184,342,30,13,108,194,27,11,99,176,18,9,105,186,.000301326,1
32,33,251,443,25,32,198,344,37,20,111,169,41,23,145,235,27,17,89,130,.000338459,4
25,25,152,266,26,34,264,473,40,23,167,270,37,17,154,246,25,14,120,200,.00046734,5
20,17,88,141,26,31,178,308,44,23,158,286,40,21,152,276,22,24,145,254,.000480688,3
31,32,157,255,39,46,267,459,42,32,158,254,48,27,115,181,40,40,172,269,.000930881,4
36,32,205,350,28,24,160,272,26,15,154,275,23,14,137,249,20,12,104,181,.000287565,7
23,26,94,144,22,31,157,272,37,25,120,214,37,25,119,210,21,26,180,319,.000383703,3
44,49,253,421,20,27,106,171,32,24,126,193,61,39,177,300,27,21,97,143,.000387203,2
31,35,156,252,21,27,150,261,36,27,142,224,27,21,95,138,53,46,341,603,.000768166,3
57,46,248,391,47,42,263,435,39,31,154,240,49,41,168,279,34,30,154,247,.000961956,8
37,28,185,301,24,22,288,534,28,15,142,247,28,15,140,237,27,14,194,346,.000357811,7
40,35,215,359,47,50,354,622,63,45,204,354,68,43,225,380,42,38,204,345,.000477262,5
19,18,70,106,14,16,111,195,28,16,102,170,29,18,100,166,25,19,155,270,.000373889,2
33,30,147,232,14,15,59,89,33,25,144,229,45,29,168,271,29,24,164,283,.000488338,2
34,33,214,367,18,19,138,240,29,23,120,211,26,23,102,167,18,23,104,172,.000415395,3
15,16,68,104,25,30,213,376,20,21,109,179,27,20,115,190,18,20,102,168,.00039414,3
60,58,298,479,46,46,236,383,55,36,186,311,51,34,146,228,31,32,190,325,.000689751,5
78,70,434,713,36,45,216,358,30,22,96,150,28,22,83,117,36,32,231,396,.000709215,5
30,28,169,291,38,36,223,392,42,26,142,243,42,26,141,237,30,23,186,326,.000485848,3
19,17,126,215,22,22,137,237,23,18,94,159,23,18,93,157,27,25,157,272,.000459808,4
40,37,222,380,39,42,297,524,41,29,144,227,48,32,159,251,49,44,229,373,.000609837,5
35,41,202,347,37,43,195,325,49,34,164,283,48,33,160,273,26,29,165,288,.000553933,2
38,36,244,415,23,25,156,272,32,19,131,228,33,20,133,232,23,26,117,195,.000633658,4
35,34,180,291,31,42,236,409,56,33,161,226,61,33,174,248,44,43,257,430,.000617393,5
29,29,110,165,22,24,88,132,61,42,192,334,61,41,215,362,48,41,204,317,.000659233,4
22,27,96,153,23,33,143,243,46,31,171,281,44,31,149,247,24,26,140,245,.000394449,3
46,42,250,412,43,45,256,428,34,21,107,163,32,21,97,145,50,42,210,326,.0011374,4
24,20,91,144,23,21,77,116,65,41,208,342,65,38,225,378,46,33,156,259,.000508036,7
31,26,166,275,19,20,135,231,20,11,71,109,17,11,62,97,20,14,141,248,.000388629,2
43,49,203,325,24,29,157,269,54,35,168,300,60,36,186,317,30,25,124,204,.000571053,3
40,46,283,490,42,51,326,571,19,16,73,115,18,15,69,109,31,36,154,253,.000419824,3
34,36,178,301,27,30,179,308,42,29,132,217,46,32,150,252,29,27,174,293,.000472776,3
47,49,299,506,15,19,124,220,42,26,143,231,40,23,128,216,32,21,203,363,.000438656,2
26,28,210,371,17,14,63,93,35,21,164,270,34,21,188,331,35,33,277,487,.000604237,3
43,37,249,416,34,39,205,342,32,22,112,190,28,19,103,172,19,18,98,162,.000363305,2
23,23,107,167,33,34,178,291,24,19,99,170,43,27,128,209,18,17,79,124,.000441522,4
21,27,201,361,28,28,262,474,27,18,112,188,27,17,112,192,19,18,156,287,.000328617,3
19,21,140,253,10,6,70,122,27,11,104,174,25,11,99,162,20,15,170,310,.000336007,1
24,29,131,215,24,31,156,266,28,25,103,165,27,20,86,129,21,20,145,253,.000463164,2
33,31,174,288,32,32,176,289,30,18,83,139,30,18,79,131,22,16,91,139,.000455301,2
33,32,146,238,23,27,155,266,36,25,138,253,32,24,130,237,39,35,221,395,.000686807,3
32,34,233,410,17,22,125,216,56,33,194,333,72,42,231,395,37,25,254,457,.000582204,3
30,35,247,434,39,41,305,533,50,40,199,334,47,36,180,303,41,35,204,346,.000672945,4
27,27,139,225,26,30,134,218,45,30,138,210,51,36,151,227,36,36,217,372,.000852861,5
22,20,181,317,22,21,152,263,30,18,117,197,32,20,121,203,22,16,116,200,.000338967,3
31,33,295,537,14,17,77,126,28,24,124,227,28,23,139,257,28,30,212,374,.000783096,3
53,46,211,320,72,69,343,548,57,37,179,287,58,38,184,297,47,48,220,356,.00100632,6
19,15,139,240,14,16,133,236,13,8,53,83,13,8,53,83,14,8,69,114,.000262564,2
32,28,186,325,22,22,148,252,24,13,114,186,28,14,129,210,16,8,97,165,.00043572,7
29,21,93,136,26,32,155,262,19,12,84,142,19,12,83,142,18,17,167,305,.000413271,4
29,28,147,238,31,34,215,370,26,16,99,167,28,17,109,185,23,20,92,139,.000395861,6
32,28,156,253,37,45,285,495,50,31,187,311,62,42,185,300,35,39,210,363,.000883695,2
42,30,151,224,36,28,166,267,49,27,164,285,29,14,112,181,40,30,163,261,.00041248,7
22,16,112,183,9,8,52,85,20,11,81,139,21,12,84,145,21,12,85,143,.000316486,2
12,9,75,125,11,7,59,97,21,12,85,152,23,12,88,158,20,11,82,137,.000316607,2
46,38,231,375,32,31,130,201,37,22,110,176,52,34,168,283,27,24,178,308,.000516437,5
25,25,151,258,15,26,135,243,23,13,73,121,29,17,80,127,27,22,156,273,.000702498,3
27,23,105,160,18,21,99,167,35,18,129,221,33,17,126,219,26,15,117,192,.000360175,2
33,30,179,302,22,28,200,358,27,18,79,125,29,17,80,129,31,24,94,139,.00038126,2
15,15,66,101,12,15,76,129,8,4,25,33,8,4,25,33,8,4,25,33,.000236393,3
28,31,177,298,23,33,123,199,49,42,184,301,46,43,157,245,48,47,279,478,.00068265,3
12,16,86,148,19,24,120,202,28,18,85,134,20,10,52,67,11,10,41,58,.000266711,3
27,26,226,401,26,23,167,280,17,9,77,129,17,9,77,129,16,10,127,227,.000306476,7
27,26,125,195,28,29,151,251,21,11,55,74,21,11,55,74,25,15,76,107,.000381651,3
41,42,227,383,28,36,205,355,27,23,105,166,29,22,108,172,32,37,192,320,.000486255,2
17,6,43,54,17,11,59,85,14,6,37,46,13,6,35,44,14,9,47,66,.000255718,4
35,42,222,377,33,45,234,407,29,22,96,163,27,21,85,141,30,31,171,302,.000603277,2
46,43,211,335,34,30,162,255,38,27,105,182,36,22,105,182,33,32,150,240,.000686282,4
24,29,155,261,19,20,109,181,19,12,56,77,20,13,60,83,21,15,68,96,.000315091,3
44,55,260,441,31,44,222,384,57,34,166,291,61,37,167,291,25,32,179,317,.000680137,2
23,23,103,171,25,28,122,201,34,22,106,174,35,22,107,176,16,12,62,99,.000425612,3
21,15,104,169,14,18,98,168,30,20,132,240,31,22,123,209,17,11,68,105,.000297067,5
29,27,131,210,27,27,198,347,38,22,124,214,54,29,167,273,34,30,211,368,.000681237,3
37,40,331,596,31,31,238,415,29,17,95,151,34,19,111,184,36,36,241,413,.000439997,3
33,33,191,322,15,18,114,199,37,19,120,207,46,27,150,257,36,23,141,231,.000420978,4
27,22,144,239,25,25,182,329,34,19,127,224,32,20,119,206,23,21,138,254,.000436103,4
36,36,228,387,21,29,172,304,39,26,124,203,34,22,109,180,29,26,198,347,.000441773,6
41,44,291,508,17,30,205,382,35,22,127,213,35,22,124,209,13,16,170,320,.000372311,2
48,47,295,503,28,24,116,180,49,31,183,331,47,31,168,301,31,28,150,245,.000758821,8
36,32,192,323,26,32,214,386,40,25,131,219,38,22,124,208,34,24,237,434,.000579807,3
26,17,89,131,19,17,76,115,26,13,85,135,25,13,82,129,22,14,83,128,.000307222,2
27,37,159,269,21,30,128,212,20,13,60,91,35,25,100,154,43,46,194,307,.00060381,2
50,47,271,442,53,62,288,474,57,30,145,202,55,30,151,218,45,36,218,358,.000511705,6
45,40,207,338,36,36,256,450,79,53,232,412,78,51,232,416,43,42,302,535,.000872818,4
37,38,196,325,31,35,248,440,35,21,117,192,53,26,164,270,34,28,175,296,.000481329,5
11,11,58,93,9,12,63,107,50,30,176,314,51,29,186,326,27,26,163,277,.000857349,2
28,32,216,380,24,27,169,293,35,22,118,199,34,22,106,177,30,28,218,385,.000453224,3
39,38,238,401,35,42,177,300,70,40,208,354,106,58,279,497,40,30,178,289,.000861619,4
45,47,330,572,53,54,307,512,53,33,148,205,60,40,173,247,37,35,175,284,.000650699,6
29,32,191,335,20,26,142,247,30,21,113,189,29,20,108,183,22,22,145,256,.00039721,3
38,33,205,337,27,25,202,349,56,35,182,301,52,31,180,301,40,31,178,285,.000788504,3
24,28,164,286,19,23,149,262,33,18,148,249,37,20,135,220,36,28,176,297,.000474241,3
30,30,196,338,20,30,170,303,31,20,135,248,30,20,134,238,21,23,235,440,.000443251,2
13,12,160,295,12,13,147,269,15,5,80,136,13,4,69,114,11,4,66,111,.00066687,4
14,16,155,282,12,19,149,274,13,13,108,191,17,16,123,214,12,13,112,201,.000311396,2
46,43,215,341,55,49,283,467,67,44,219,369,59,41,185,313,31,34,203,352,.00062536,4
46,37,213,338,28,30,169,283,40,23,137,217,38,22,127,201,43,26,172,287,.000461182,4
31,33,188,319,19,27,194,354,29,19,113,194,24,18,105,188,17,18,167,304,.000424725,4
36,37,187,302,42,44,328,572,48,26,141,217,42,24,128,193,35,34,154,241,.000615505,7
40,43,256,433,26,39,287,526,30,17,88,133,30,18,87,131,23,15,82,119,.000296958,3
45,44,209,338,36,47,219,370,35,25,83,112,60,40,172,272,35,39,225,381,.000527663,6
28,30,126,206,21,23,102,168,50,26,179,282,49,25,181,287,28,24,148,248,.0005998,4
44,46,260,436,26,34,205,358,44,26,123,189,48,29,131,205,35,33,145,224,.000483863,4
33,36,244,431,51,57,296,495,47,30,156,270,48,31,154,261,39,35,182,306,.000801394,6
18,16,136,238,15,12,106,183,17,10,62,98,17,10,61,98,15,9,87,153,.000280743,5
17,17,147,262,12,11,118,214,26,12,112,184,28,14,113,182,26,13,120,196,.000375263,4
31,28,169,281,27,37,227,398,31,23,106,175,31,23,106,175,28,24,141,251,.000470385,2
39,36,206,339,24,32,212,376,57,38,192,317,62,40,177,277,45,39,233,411,.000593614,3
28,29,126,207,37,45,232,404,29,23,110,187,33,28,117,193,29,28,153,260,.000551033,2
31,25,193,335,22,20,190,339,32,14,121,199,32,14,121,199,27,16,200,358,.000350478,10
27,25,160,267,21,18,142,246,26,15,102,175,22,12,90,157,17,11,86,149,.000488495,2
36,28,116,170,37,39,253,435,49,32,171,291,43,27,147,253,37,34,206,349,.000420642,2
26,27,147,251,15,21,93,160,16,9,72,125,15,9,75,131,12,9,66,109,.000298664,2
41,41,178,284,19,24,137,240,35,24,131,211,24,14,81,117,19,22,134,232,.000462141,4
32,41,248,436,20,28,132,231,40,29,185,322,26,21,116,187,39,34,240,415,.000675593,2
20,18,126,223,17,16,115,202,19,12,66,112,19,12,66,110,16,11,58,93,.000292273,4
19,18,133,227,28,34,172,296,51,35,179,298,52,37,181,306,18,19,78,123,.000386326,2
40,44,333,592,26,34,224,399,74,45,349,615,38,21,170,303,25,22,136,237,.000425201,5
27,27,160,265,32,44,175,295,28,18,99,171,31,19,105,181,24,22,211,382,.000444999,2
30,32,199,339,24,29,102,156,44,37,155,249,67,48,217,354,19,20,157,277,.000719336,3
39,40,200,328,32,42,257,453,20,16,55,81,19,16,54,80,12,13,43,65,.000549802,2
26,18,179,316,23,22,162,283,25,12,79,112,25,13,75,103,18,10,64,93,.000300181,2
31,29,178,300,30,37,181,308,40,25,154,266,41,27,146,236,33,24,175,318,.000385388,1
21,26,118,199,10,17,107,194,31,23,114,187,28,19,100,165,25,25,141,233,.000420577,2
12,12,91,157,14,17,122,221,13,8,71,122,12,8,67,114,15,16,171,317,.000307584,2
34,39,199,340,38,47,258,450,40,30,140,227,49,39,167,292,32,41,210,366,.000656274,2
23,26,128,211,21,25,171,298,37,20,126,215,37,22,118,201,26,20,100,159,.000370163,4
30,39,220,383,25,38,198,349,53,27,153,220,57,29,160,229,39,46,332,593,.00061636,2
22,28,144,252,15,18,79,128,56,36,168,285,47,30,159,279,27,22,119,197,.000372807,2
29,26,199,351,28,30,244,438,49,27,210,365,43,25,187,311,25,22,195,351,.000399769,9
24,21,84,127,18,20,131,229,28,18,93,146,26,19,96,154,19,19,100,168,.000374394,3
28,24,152,251,34,34,178,287,20,18,74,119,19,19,68,103,24,22,114,193,.000409771,2
18,24,110,184,19,30,163,287,30,19,109,183,31,21,99,159,20,19,127,216,.000405995,2
28,28,167,287,11,14,122,224,18,12,78,133,15,10,66,111,13,13,137,252,.000255073,2
18,18,123,212,19,22,147,259,21,12,66,99,22,11,67,103,21,11,99,168,.000277081,2
41,42,207,334,39,53,295,521,47,38,179,305,46,39,175,265,37,34,149,227,.000963746,4
37,42,207,343,28,39,191,325,26,24,113,181,27,25,110,175,27,31,152,259,.000567644,3
56,60,248,394,36,44,198,328,43,30,168,286,51,32,149,233,25,32,154,258,.00062082,4
37,38,180,284,20,21,127,213,35,20,125,217,31,18,115,199,28,20,164,291,.000524684,4
15,12,70,111,14,20,141,253,23,15,82,131,27,16,94,151,19,21,128,229,.000349729,3
13,14,110,193,9,11,107,195,13,6,66,111,13,6,66,111,11,6,60,99,.000292371,3
17,13,120,208,14,14,137,244,14,7,54,82,14,7,55,86,13,7,53,84,.000260989,3
30,25,260,472,27,29,204,362,30,19,118,201,27,16,105,180,18,17,147,259,.000471118,4
17,18,88,143,24,29,153,257,34,18,80,105,40,22,93,127,21,17,72,109,.000358012,3
24,23,153,263,27,28,148,242,21,11,81,129,26,13,98,154,23,15,94,145,.000331497,2
35,40,197,331,32,40,322,581,54,33,180,319,50,33,172,303,29,26,190,335,.000444245,2
22,24,173,304,29,33,200,355,40,20,157,280,37,19,146,266,37,22,204,368,.000424576,3
21,17,164,291,16,18,168,308,29,16,176,312,27,16,170,300,24,16,152,269,.000311123,7
18,13,167,306,17,17,198,364,16,7,57,87,15,7,55,85,17,10,93,157,.00033155,5
27,26,165,276,51,53,379,667,34,21,136,234,45,28,141,243,40,34,218,367,.000749539,3
26,29,169,290,20,27,150,263,22,10,94,156,22,9,97,162,20,17,176,316,.000378939,5
27,32,234,419,24,29,213,377,38,24,106,138,23,10,53,63,29,30,136,216,.000601304,7
14,13,64,102,11,11,45,68,27,19,108,194,32,22,122,216,18,13,103,173,.000370184,4
11,15,139,257,14,21,158,289,20,18,97,160,20,18,97,158,11,10,129,237,.000322341,2
29,34,200,341,23,26,156,266,70,39,216,338,72,40,212,326,47,41,222,360,.000623045,4
13,9,66,108,20,14,90,142,17,8,71,120,19,8,77,132,22,12,135,242,.00026028,2
32,33,205,350,27,39,231,413,62,44,199,322,78,52,281,451,24,26,104,160,.000914038,4
27,23,138,223,20,27,145,249,23,16,95,163,22,18,91,149,13,19,102,177,.000384663,3
24,24,117,192,26,36,188,326,25,26,112,180,34,27,131,202,23,17,98,154,.000367768,4
41,41,161,245,45,50,247,408,37,33,148,255,46,35,162,264,46,47,245,419,.000499021,5
30,27,146,236,23,26,189,334,34,20,97,149,37,21,108,170,21,25,141,243,.000397309,2
52,52,379,650,46,46,278,468,55,35,243,423,55,35,220,359,37,28,235,418,.000645375,8
29,29,220,392,26,35,162,273,54,37,212,353,51,34,197,325,28,25,124,199,.000381035,4
12,13,157,289,15,16,182,339,21,9,86,141,19,9,78,127,16,9,82,138,.000312055,3
11,9,105,189,9,9,68,117,17,9,81,142,19,11,87,150,17,10,88,154,.000252888,2
41,30,133,196,39,27,110,149,35,29,151,261,36,28,153,265,46,40,204,328,.000727994,6
33,39,232,401,22,34,201,359,31,19,106,190,55,38,174,326,26,23,107,173,.000517098,3
34,27,163,274,36,37,252,436,66,44,209,349,53,37,149,238,53,45,242,391,.000635875,5
57,53,222,344,39,52,252,427,45,29,132,219,43,27,131,215,34,31,148,237,.000623328,5
20,17,139,248,10,19,95,169,19,11,71,115,16,11,63,101,13,7,66,111,.000261687,3
28,25,133,211,24,30,180,309,51,32,198,352,81,49,265,468,25,23,129,211,.000352182,5
33,30,168,272,36,44,278,492,48,27,160,246,36,22,139,218,47,33,276,480,.000411144,7
16,9,118,207,12,6,99,173,18,8,79,127,18,8,79,127,18,8,82,133,.000256356,6
38,29,179,281,34,36,254,439,34,23,135,222,35,23,125,201,37,27,159,266,.000855242,5
30,27,160,268,30,36,346,635,40,28,140,233,30,25,105,180,28,32,169,288,.00103786,3
26,25,168,294,16,18,102,175,21,12,64,98,39,21,135,217,20,13,64,99,.000340601,2
40,33,194,311,31,37,250,438,55,40,203,340,59,38,189,304,33,31,217,375,.000531625,4
30,30,173,290,17,22,122,216,35,23,104,176,37,26,105,173,27,18,90,136,.000403783,3
33,30,228,392,30,30,186,317,35,21,144,251,48,26,169,294,35,23,186,322,.000424103,9
22,21,187,334,20,22,153,269,46,30,165,280,42,26,145,240,19,17,99,165,.000385522,2
45,51,282,478,29,51,255,452,56,46,190,322,57,42,197,334,36,36,171,289,.000839346,3
40,36,142,214,43,47,254,431,36,25,134,235,38,25,141,249,43,41,208,354,.000968166,3
51,60,358,617,45,61,387,686,65,44,233,375,100,58,313,560,42,53,191,303,.000662368,8
45,42,227,367,31,26,208,353,43,23,144,221,40,27,130,193,41,25,189,317,.000714291,6
32,23,129,201,34,33,169,277,42,25,151,248,43,24,149,244,34,23,129,202,.000499953,6
19,16,113,191,26,18,140,231,24,12,81,123,27,14,87,135,27,19,115,187,.000575393,4
33,24,149,239,24,25,132,219,35,19,121,198,30,19,101,161,28,19,136,229,.000352645,6
25,19,186,325,23,22,169,290,20,13,105,172,25,18,113,177,16,15,161,291,.000392024,5
24,18,81,118,27,26,156,260,27,18,88,144,21,14,64,92,25,17,90,139,.000352716,5
34,45,235,403,42,51,243,406,38,32,126,205,42,31,135,221,31,34,197,337,.000639812,3
9,10,102,187,10,16,126,230,15,9,75,134,14,9,71,126,14,9,104,185,.000270717,3
25,21,124,200,19,23,141,250,51,26,176,299,51,23,174,301,28,17,210,386,.000476427,3
35,35,206,345,25,27,129,209,57,47,215,357,59,44,198,295,46,37,227,381,.000588903,4
21,21,97,157,20,22,128,215,31,18,116,203,29,18,107,177,27,20,170,302,.000349762,2
47,44,287,489,35,46,254,437,58,31,215,356,64,35,235,382,40,27,159,258,.000778694,5
50,47,201,304,27,31,197,342,28,18,107,186,31,19,124,220,40,32,196,321,.000451904,4
17,15,81,134,16,21,151,272,15,7,66,114,14,7,63,108,13,7,60,102,.000274274,2
29,28,173,286,28,34,184,316,23,15,70,107,25,15,72,109,42,35,189,308,.00062274,3
51,51,479,864,39,48,317,557,55,38,159,223,43,28,134,199,45,37,253,434,.000531712,3
33,33,165,269,40,38,171,270,39,27,139,232,57,38,179,310,56,53,273,459,.000871587,6
24,30,231,415,31,37,210,366,42,28,156,273,42,28,143,246,30,26,188,346,.000566025,2
51,48,245,398,45,44,179,290,106,64,271,502,114,69,281,522,69,54,317,527,.000701816,2
31,23,203,360,21,23,172,313,27,17,120,215,29,17,127,230,27,22,177,318,.000342699,4
23,26,246,450,18,21,127,220,32,18,145,253,32,18,146,255,18,18,145,259,.000366522,5
19,16,156,281,16,21,148,264,30,19,127,219,30,17,131,231,31,26,232,420,.000424965,5
17,14,47,61,31,32,163,263,43,28,145,227,40,26,127,205,30,28,234,419,.000460655,2
28,14,76,104,35,22,102,147,37,15,84,102,39,17,86,104,34,14,83,105,.000340719,5
33,36,287,512,44,36,217,348,41,27,180,307,44,28,176,301,26,28,183,323,.000656444,7
36,34,187,302,43,41,218,354,59,44,214,376,40,26,132,205,46,35,188,286,.000880162,5
32,34,140,218,45,50,302,514,36,23,124,196,59,40,208,346,37,43,215,363,.00054217,4
27,25,144,235,32,36,204,346,33,22,130,229,34,22,130,228,33,26,270,481,.000548257,5
43,37,159,246,28,35,183,315,38,28,126,200,46,32,146,236,46,42,197,321,.000909769,3
30,23,131,208,21,25,149,261,22,12,90,149,23,12,93,155,18,11,65,102,.000322783,4
30,30,159,261,40,54,286,491,61,36,201,355,58,35,186,323,28,34,166,278,.000609868,2
40,37,230,390,22,23,111,180,53,33,186,306,49,31,163,267,24,24,210,378,.000415218,2
32,21,157,254,20,19,116,195,55,34,160,242,52,31,145,225,32,25,134,223,.000538808,3
21,14,179,316,22,17,164,284,22,12,86,134,22,12,85,132,21,13,83,124,.000383111,7
22,22,167,294,11,9,103,183,27,15,103,181,40,27,159,280,16,12,104,185,.00036196,3
35,36,167,278,34,40,193,333,35,24,127,226,38,23,124,223,25,24,128,227,.000523166,2
21,19,142,245,26,27,183,315,15,9,49,69,18,10,52,71,22,20,121,208,.000609657,2
57,53,314,518,32,42,223,381,57,36,207,379,44,29,141,232,41,34,182,310,.000808115,3
18,16,133,231,14,11,147,269,28,14,126,222,24,12,111,189,18,14,113,203,.00028956,4
33,25,179,295,20,29,201,365,50,31,200,331,54,33,193,316,45,47,277,478,.000442348,3
28,31,150,245,18,19,121,206,58,39,193,351,53,40,167,298,43,40,298,551,.000659914,3
47,47,219,351,21,32,153,266,49,32,169,297,55,38,184,307,40,34,217,381,.000583972,2
46,47,260,431,29,40,219,384,52,35,163,281,54,36,175,309,26,25,120,193,.000741363,3
22,33,167,293,28,37,180,303,46,35,142,224,51,40,156,241,16,24,108,185,.000484993,3
31,26,119,178,38,34,234,393,32,19,93,133,37,23,98,138,36,27,151,235,.000533815,6
35,31,211,352,31,36,154,248,38,23,131,221,38,23,130,219,29,23,159,266,.000508313,4
19,17,103,168,15,26,192,355,42,26,184,318,41,25,201,349,23,22,191,343,.000411914,5
16,18,140,250,11,17,174,325,12,11,74,132,15,13,69,122,9,11,107,198,.000309409,2
25,28,172,299,24,25,145,243,33,20,107,169,31,17,108,174,22,20,197,354,.000453934,3
26,25,193,340,18,17,174,311,40,26,131,231,44,29,154,265,36,23,195,348,.000544051,3
37,35,138,221,19,22,141,250,23,17,74,113,29,21,96,155,17,15,63,96,.000315522,3
45,43,211,339,28,34,243,433,78,48,245,443,32,25,93,146,31,34,218,387,.000437631,3
21,19,81,124,36,52,283,499,37,30,143,257,36,23,123,221,26,28,127,210,.000499265,3
32,40,228,392,33,38,186,308,140,74,386,686,134,72,348,610,32,34,166,281,.000526051,3
37,33,252,436,24,27,172,297,41,27,135,231,44,27,143,237,20,17,124,213,.000460814,2
42,41,181,292,15,23,124,217,23,16,102,176,22,17,100,167,15,18,140,255,.000397694,2
24,21,237,430,21,30,167,290,24,18,92,156,33,19,113,187,23,20,115,187,.000372982,3
26,24,105,163,15,19,125,220,34,23,152,253,29,23,123,203,22,18,116,192,.000519361,3
31,40,197,334,45,52,291,494,20,16,80,132,19,15,76,126,23,30,155,270,.000586355,3
28,28,234,415,25,24,172,294,40,27,158,275,48,28,187,323,27,26,172,311,.000518853,4
20,13,138,239,18,11,172,309,13,6,58,90,13,6,68,110,13,6,68,110,.000264849,4
39,45,229,391,25,37,180,309,47,34,156,283,48,36,149,252,35,29,179,300,.000682111,2
23,19,163,284,16,20,123,214,32,19,126,218,31,18,111,188,22,24,203,373,.000475906,3
35,32,203,339,30,33,165,270,47,28,144,226,45,27,138,218,32,23,155,265,.000558065,2
28,20,125,199,27,32,184,320,31,21,128,219,32,21,127,221,29,29,165,278,.000533952,4
41,42,255,428,35,42,245,427,41,31,150,246,53,42,223,381,30,35,188,324,.000949397,4
34,32,188,311,26,29,163,274,45,32,160,271,50,32,163,280,23,20,132,222,.000508821,4
46,49,225,367,28,45,299,567,42,31,154,263,30,20,117,197,23,24,134,233,.000692183,3
24,27,145,246,25,23,188,333,33,21,125,203,32,17,117,187,33,24,219,377,.000524203,6
50,51,353,612,47,53,304,520,49,35,166,249,42,29,155,255,55,51,305,512,.000810735,5
23,14,87,131,16,13,96,163,28,15,93,144,28,14,88,137,16,11,85,143,.000289356,6
13,15,155,286,13,16,197,368,12,8,82,148,11,7,77,138,12,9,123,226,.00026332,2
57,51,531,956,33,39,203,347,53,32,205,357,47,30,185,323,37,28,191,324,.000559991,7
30,26,135,211,56,55,279,453,64,32,222,386,77,42,287,511,21,21,139,242,.000533483,3
61,65,294,474,28,40,182,308,43,40,124,204,47,41,132,211,35,43,223,383,.000630181,2
35,35,187,305,33,28,121,178,73,41,190,315,78,43,199,329,48,43,196,305,.000981809,4
31,27,141,229,18,22,170,305,39,22,114,170,37,21,109,159,24,17,82,121,.000516658,3
16,9,79,129,13,14,109,195,17,7,69,111,17,7,69,111,17,10,86,147,.000473189,5
21,23,225,410,14,22,234,442,11,7,47,74,11,7,46,72,11,8,50,80,.000346731,3
31,36,268,477,17,20,129,223,36,24,162,266,38,30,154,266,27,32,188,328,.000387239,4
41,33,127,182,28,31,137,220,29,17,95,153,29,17,95,153,25,19,115,184,.000467009,2
27,41,211,367,15,31,147,267,37,30,154,258,36,31,143,246,15,17,83,140,.00036359,3
39,35,185,294,23,24,141,235,40,25,136,225,47,35,141,230,40,37,230,388,.000585841,4
24,30,141,239,40,49,331,582,48,34,164,293,59,42,202,349,29,27,163,281,.000504859,3
30,26,189,323,13,12,94,164,26,14,108,185,18,11,82,141,20,15,139,244,.00039895,5
19,21,125,221,22,28,146,246,23,16,76,115,24,16,85,139,14,16,97,165,.000316594,3
14,22,152,275,9,14,113,206,31,19,177,308,31,19,155,263,29,26,222,398,.000693533,3
16,14,130,227,15,20,162,293,23,15,106,184,23,15,98,165,25,15,133,233,.0004266,2
20,15,128,219,14,14,97,164,23,11,73,106,20,9,69,102,20,9,69,102,.000265793,4
28,27,134,216,43,45,310,545,31,19,148,257,31,18,133,227,30,30,182,311,.000476645,3
26,24,110,175,17,20,107,181,19,12,77,133,25,12,94,167,16,9,110,193,.000289336,2
